,player,season,age,team,position,g,gs,mp,fg,fga,fg_pct,three_p,three_pa,three_pct,two_p,two_pa,two_pct,efg,ft,fta,ft_pct,orb,drb,trb,ast,stl,blk,tov,pf,pts,trp_dbl,season_num,gs_pct,award,first_place_votes,award_pts_won,award_pts_max
8962,Roshown McLeod,1999,23,ATL,SF,34,0.0,348.0,62,163,0.38,1.0,10.0,0.1,61,153,0.39899999999999997,0.38299999999999995,37,45,0.8220000000000001,12.0,38.0,50.0,14,2.0,1.0,23.0,24,162,0.0,1.0,0.0,,0.0,0.0,118.0
8973,Nate McMillan,1987,22,SEA,PG,71,50.0,1972.0,143,301,0.475,0.0,7.0,0.0,143,294,0.486,0.475,87,141,0.617,101.0,230.0,331.0,583,125.0,45.0,155.0,238,373,0.0,1.0,0.704225352112676,,0.0,0.0,78.0
8985,Tom McMillen,1976,23,BUF,C,50,N/A,708.0,96,222,0.43200000000000005,N/A,N/A,N/A,96,222,0.43200000000000005,0.43200000000000005,41,54,0.759,64.0,122.0,186.0,69,7.0,6.0,N/A,87,233,0.0,1.0,N/A,,0.0,0.0,18.0
8996,Jim McMillian,1971,22,LAL,SF,81,N/A,1747.0,289,629,0.45899999999999996,0.0,0.0,0.0,289,629,0.45899999999999996,0.45899999999999996,100,130,0.769,N/A,N/A,330.0,133,N/A,N/A,N/A,122,678,0.0,1.0,N/A,,0.0,0.0,98.0
9011,Mark McNamara,1983,23,PHI,C,36,2.0,182.0,29,64,0.45299999999999996,0.0,0.0,N/A,29,64,0.45299999999999996,0.45299999999999996,20,45,0.444,34.0,42.0,76.0,7,3.0,3.0,36.0,42,78,0.0,1.0,0.05555555555555555,,0.0,0.0,74.0
9021,Jerel McNeal,2015,27,PHO,PG,6,0.0,36.0,3,11,0.273,1.0,2.0,0.5,2,9,0.222,0.318,2,2,1.0,0.0,3.0,3.0,2,3.0,1.0,5.0,5,9,0.0,1.0,0.0,,0.0,0.0,650.0
9022,Chris McNealy,1986,24,NYK,PF,30,6.0,627.0,70,144,0.486,0.0,0.0,N/A,70,144,0.486,0.486,31,47,0.66,62.0,141.0,203.0,41,38.0,12.0,35.0,88,171,0.0,1.0,0.2,,0.0,0.0,78.0
9027,Larry McNeill,1974,23,KCO,PF,54,N/A,516.0,106,220,0.48200000000000004,0.0,0.0,0.0,106,220,0.48200000000000004,0.48200000000000004,99,140,0.7070000000000001,60.0,86.0,146.0,24,35.0,6.0,N/A,76,311,0.0,1.0,N/A,,0.0,0.0,17.0
9034,Paul McPherson,2001,22,PHO GSW ,PG,55,0.0,595.0,109,216,0.505,2.0,12.0,0.16699999999999998,107,204,0.525,0.509,42,58,0.7240000000000001,40.0,39.0,79.0,38,25.0,4.0,47.0,80,262,0.0,1.0,0.0,,0.0,0.0,124.0
9035,Cozell McQueen,1987,25,DET,PF,3,0.0,7.0,3,3,1.0,0.0,0.0,N/A,3,3,1.0,1.0,0,0,0.0,3.0,5.0,8.0,0,0.0,1.0,0.0,1,6,0.0,1.0,0.0,,0.0,0.0,78.0
9036,Jordan McRae,2016,24,PHO CLE ,PG,22,1.0,195.0,34,78,0.436,10.0,22.0,0.455,24,56,0.429,0.5,21,28,0.75,4.0,16.0,20.0,25,3.0,1.0,15.0,17,99,0.0,1.0,0.045454545454545456,,0.0,0.0,650.0
9040,Thales McReynolds,1966,22,BAL,N/A,5,N/A,28.0,1,12,0.083,0.0,0.0,0.0,1,12,0.083,0.083,1,2,0.5,N/A,N/A,6.0,1,N/A,N/A,N/A,0,3,0.0,1.0,N/A,,0.0,0.0,86.0
9041,Josh McRoberts,2008,20,POR,PF,8,0.0,28.0,6,10,0.6,0.0,1.0,0.0,6,9,0.667,0.6,0,0,0.0,2.0,8.0,10.0,2,1.0,0.0,2.0,1,12,0.0,1.0,0.0,,0.0,0.0,625.0
9052,Eric McWilliams,1973,22,HOU,PF,44,N/A,245.0,34,98,0.34700000000000003,0.0,0.0,0.0,34,98,0.34700000000000003,0.34700000000000003,18,37,0.486,N/A,N/A,60.0,5,N/A,N/A,N/A,46,86,0.0,1.0,N/A,,0.0,0.0,17.0
9053,Stanislav Medvedenko,2001,21,LAL,PF,7,0.0,39.0,12,25,0.48,1.0,1.0,1.0,11,24,0.45799999999999996,0.5,7,12,0.583,1.0,8.0,9.0,2,1.0,1.0,3.0,9,32,0.0,1.0,0.0,,0.0,0.0,124.0
9060,Darnell Mee,1994,22,DEN,SG,38,0.0,285.0,28,88,0.318,5.0,24.0,0.20800000000000002,23,64,0.359,0.34700000000000003,12,27,0.444,17.0,18.0,35.0,16,15.0,13.0,18.0,34,73,0.0,1.0,0.0,,0.0,0.0,101.0
9062,Jodie Meeks,2010,22,MIL PHI ,SG,60,0.0,719.0,104,268,0.38799999999999996,42.0,132.0,0.318,62,136,0.456,0.466,31,39,0.795,9.0,90.0,99.0,39,18.0,5.0,25.0,52,281,0.0,1.0,0.0,,0.0,0.0,615.0
9072,Cliff Meely,1972,24,HOU,PF,77,N/A,1815.0,315,776,0.406,0.0,0.0,0.0,315,776,0.406,0.406,133,197,0.675,N/A,N/A,507.0,119,N/A,N/A,N/A,254,763,0.0,1.0,N/A,,0.0,0.0,115.0
9077,Scott Meents,1990,26,SEA,PF,26,0.0,148.0,19,44,0.43200000000000005,0.0,0.0,N/A,19,44,0.43200000000000005,0.43200000000000005,17,23,0.7390000000000001,7.0,23.0,30.0,7,4.0,3.0,9.0,12,55,0.0,1.0,0.0,,0.0,0.0,92.0
9087,Salah Mejri,2016,29,DAL,C,34,6.0,397.0,49,78,0.628,0.0,1.0,0.0,49,77,0.636,0.628,27,46,0.5870000000000001,41.0,82.0,123.0,10,8.0,36.0,23.0,54,125,0.0,1.0,0.17647058823529413,,0.0,0.0,650.0
9091,Gal Mekel,2014,25,DAL,PG,31,1.0,292.0,30,86,0.349,5.0,20.0,0.25,25,66,0.379,0.37799999999999995,8,12,0.667,5.0,22.0,27.0,63,4.0,1.0,31.0,31,73,0.0,1.0,0.03225806451612903,,0.0,0.0,620.0
9093,Bill Melchionni,1967,22,PHI,PG,73,N/A,692.0,138,353,0.391,N/A,N/A,N/A,138,353,0.391,0.391,39,60,0.65,N/A,N/A,98.0,98,N/A,N/A,N/A,73,315,0.0,1.0,N/A,,0.0,0.0,90.0
9095,Gary Melchionni,1974,23,PHO,PG,69,N/A,1251.0,202,439,0.46,0.0,0.0,0.0,202,439,0.46,0.46,92,107,0.86,46.0,96.0,142.0,142,41.0,9.0,N/A,85,496,0.0,1.0,N/A,,0.0,0.0,17.0
9097,Nicolò Melli,2020,29,NOP,C,60,8.0,1042.0,136,323,0.42100000000000004,69.0,206.0,0.335,67,117,0.573,0.528,54,73,0.74,38.0,142.0,180.0,82,34.0,23.0,46.0,124,395,0.0,1.0,0.13333333333333333,,0.0,0.0,500.0
9099,Fab Melo,2013,22,BOS,C,6,0.0,36.0,3,6,0.5,0.0,0.0,N/A,3,6,0.5,0.5,1,4,0.25,0.0,3.0,3.0,0,2.0,2.0,1.0,7,7,0.0,1.0,0.0,,0.0,0.0,605.0
9100,De'Anthony Melton,2019,20,PHO,PG,50,31.0,984.0,100,256,0.391,29.0,95.0,0.305,71,161,0.441,0.447,21,28,0.75,25.0,109.0,134.0,159,68.0,23.0,75.0,113,250,0.0,1.0,0.62,,0.0,0.0,500.0
9103,Dean Meminger,1972,23,NYK,SG,78,N/A,1173.0,139,293,0.474,0.0,0.0,0.0,139,293,0.474,0.474,79,140,0.564,N/A,N/A,185.0,103,N/A,N/A,N/A,137,357,0.0,1.0,N/A,,0.0,0.0,115.0
9111,John Mengelt,1972,22,CIN,SG,78,N/A,1438.0,287,605,0.474,N/A,N/A,N/A,287,605,0.474,0.474,208,252,0.825,N/A,N/A,148.0,146,N/A,N/A,N/A,163,782,0.0,1.0,N/A,,0.0,0.0,115.0
9122,Pops Mensah-Bonsu,2007,23,DAL,PF,12,0.0,71.0,11,17,0.647,0.0,0.0,N/A,11,17,0.647,0.647,7,18,0.389,9.0,12.0,21.0,0,1.0,0.0,9.0,8,29,0.0,1.0,0.0,,0.0,0.0,640.0
9126,Ron Mercer,1998,21,BOS,SG,80,62.0,2662.0,515,1145,0.45,3.0,28.0,0.107,512,1117,0.45799999999999996,0.451,188,224,0.8390000000000001,109.0,171.0,280.0,176,125.0,17.0,132.0,213,1221,0.0,1.0,0.775,,0.0,0.0,116.0
9134,Joe Meriweather,1976,22,HOU,C,81,N/A,2042.0,338,684,0.494,N/A,N/A,N/A,338,684,0.494,0.494,154,239,0.644,163.0,353.0,516.0,82,36.0,120.0,N/A,219,830,0.0,1.0,N/A,,0.0,0.0,18.0
9156,Chimezie Metu,2019,21,SAS,PF,29,0.0,145.0,19,58,0.32799999999999996,0.0,2.0,0.0,19,56,0.33899999999999997,0.32799999999999996,13,17,0.765,9.0,27.0,36.0,13,6.0,2.0,15.0,14,51,0.0,1.0,0.0,,0.0,0.0,500.0
9159,Loren Meyer,1996,23,DAL,C,72,21.0,1266.0,145,330,0.439,3.0,11.0,0.273,142,319,0.445,0.444,70,102,0.6859999999999999,114.0,205.0,319.0,57,20.0,32.0,67.0,224,363,0.0,1.0,0.2916666666666667,,0.0,0.0,113.0
9162,Dave Meyers,1976,22,MIL,PF,72,N/A,1589.0,198,472,0.419,N/A,N/A,N/A,198,472,0.419,0.419,135,210,0.643,121.0,324.0,445.0,100,72.0,25.0,N/A,145,531,0.0,1.0,N/A,,0.0,0.0,18.0
9169,Larry Micheaux,1984,23,KCK,PF,39,0.0,332.0,49,90,0.544,0.0,0.0,N/A,49,90,0.544,0.544,21,39,0.5379999999999999,40.0,73.0,113.0,19,21.0,11.0,21.0,46,119,0.0,1.0,0.0,,0.0,0.0,76.0
9171,Jordan Mickey,2016,21,BOS,PF,16,0.0,57.0,8,22,0.364,0.0,0.0,N/A,8,22,0.364,0.364,5,10,0.5,6.0,7.0,13.0,1,0.0,11.0,1.0,5,21,0.0,1.0,0.0,,0.0,0.0,650.0
9174,Khris Middleton,2013,21,DET,SG,27,0.0,475.0,62,141,0.44,14.0,45.0,0.311,48,96,0.5,0.489,27,32,0.8440000000000001,4.0,46.0,50.0,28,15.0,4.0,11.0,53,165,0.0,1.0,0.0,,0.0,0.0,605.0
9183,Chris Mihm,2001,21,CLE,C,59,43.0,1166.0,173,391,0.442,0.0,1.0,0.0,173,390,0.444,0.442,100,126,0.794,106.0,174.0,280.0,16,20.0,53.0,80.0,156,446,0.0,1.0,0.7288135593220338,,0.0,0.0,124.0
9191,Eric Mika,2020,25,SAC,C,1,0.0,19.0,2,3,0.667,0.0,0.0,N/A,2,3,0.667,0.667,2,2,1.0,2.0,5.0,7.0,0,0.0,0.0,0.0,5,6,0.0,1.0,0.0,,0.0,0.0,500.0
9203,Larry Mikan,1971,22,CLE,SF,53,N/A,536.0,62,186,0.33299999999999996,0.0,0.0,0.0,62,186,0.33299999999999996,0.33299999999999996,34,55,0.618,N/A,N/A,139.0,41,N/A,N/A,N/A,56,158,0.0,1.0,N/A,,0.0,0.0,98.0
9215,Aaron Miles,2006,22,GSW,PG,19,0.0,118.0,6,18,0.33299999999999996,0.0,0.0,N/A,6,18,0.33299999999999996,0.33299999999999996,4,4,1.0,0.0,14.0,14.0,24,4.0,1.0,11.0,13,16,0.0,1.0,0.0,,0.0,0.0,625.0
9216,C.J. Miles,2006,18,UTA,PG,23,0.0,203.0,28,76,0.368,5.0,20.0,0.25,23,56,0.41100000000000003,0.401,18,24,0.75,18.0,20.0,38.0,16,7.0,2.0,9.0,20,79,0.0,1.0,0.0,,0.0,0.0,625.0
9231,Darius Miles,2001,19,LAC,SF,81,21.0,2133.0,318,630,0.505,1.0,19.0,0.053,317,611,0.519,0.506,124,238,0.521,127.0,350.0,477.0,99,51.0,125.0,147.0,191,761,0.0,1.0,0.25925925925925924,roy,3.0,3.0,124.0
9238,Eddie Miles,1964,23,DET,SG,60,N/A,811.0,131,371,0.353,0.0,0.0,0.0,131,371,0.353,0.353,62,87,0.713,N/A,N/A,95.0,58,N/A,N/A,N/A,92,324,0.0,1.0,N/A,,0.0,0.0,83.0
9247,Marko Milič,1998,20,PHO,SF,33,0.0,163.0,39,64,0.609,3.0,6.0,0.5,36,58,0.621,0.633,11,17,0.647,10.0,15.0,25.0,12,10.0,0.0,21.0,17,92,0.0,1.0,0.0,,0.0,0.0,116.0
9249,Darko Miličić,2004,18,DET,C,34,0.0,159.0,17,65,0.262,0.0,1.0,0.0,17,64,0.266,0.262,14,24,0.583,11.0,32.0,43.0,7,7.0,15.0,13.0,33,48,0.0,1.0,0.0,,0.0,0.0,590.0
9259,Andre Miller,2000,23,CLE,PG,82,36.0,2093.0,339,755,0.449,10.0,49.0,0.204,329,706,0.466,0.456,226,292,0.774,85.0,195.0,280.0,476,84.0,17.0,166.0,194,914,1.0,1.0,0.43902439024390244,roy,2.0,2.0,121.0
9276,Anthony Miller,1995,23,LAL,PF,46,1.0,527.0,70,132,0.53,2.0,5.0,0.4,68,127,0.535,0.5379999999999999,47,76,0.618,67.0,85.0,152.0,35,20.0,7.0,38.0,77,189,0.0,1.0,0.021739130434782608,,0.0,0.0,105.0
9284,Bob Miller,1984,27,SAS,PF,2,0.0,8.0,2,3,0.667,0.0,0.0,N/A,2,3,0.667,0.667,0,0,0.0,2.0,3.0,5.0,1,0.0,1.0,0.0,5,4,0.0,1.0,0.0,,0.0,0.0,76.0
9285,Brad Miller,1999,22,CHH,C,38,0.0,469.0,78,138,0.565,1.0,2.0,0.5,77,136,0.5660000000000001,0.569,81,102,0.794,35.0,82.0,117.0,22,9.0,18.0,32.0,65,238,0.0,1.0,0.0,,0.0,0.0,118.0
9299,Darius Miller,2013,22,NOH,SF,52,2.0,694.0,44,108,0.40700000000000003,22.0,56.0,0.39299999999999996,22,52,0.423,0.509,8,8,1.0,8.0,70.0,78.0,44,17.0,12.0,23.0,89,118,0.0,1.0,0.038461538461538464,,0.0,0.0,605.0
9305,Dick Miller,1981,22,IND UTA ,SF,8,N/A,53.0,4,9,0.444,0.0,1.0,0.0,4,8,0.5,0.444,0,0,0.0,2.0,5.0,7.0,5,4.0,0.0,8.0,5,8,0.0,1.0,N/A,,0.0,0.0,69.0
9308,Jay Miller,1968,24,STL,SF,8,N/A,52.0,8,31,0.258,N/A,N/A,N/A,8,31,0.258,0.258,4,7,0.5710000000000001,N/A,N/A,7.0,1,N/A,N/A,N/A,11,20,0.0,1.0,N/A,,0.0,0.0,79.0
9310,Malcolm Miller,2018,24,TOR,SF,15,4.0,126.0,13,28,0.46399999999999997,8.0,21.0,0.381,5,7,0.7140000000000001,0.607,4,4,1.0,4.0,11.0,15.0,3,1.0,2.0,5.0,10,38,0.0,1.0,0.26666666666666666,,0.0,0.0,505.0
9313,Mike Miller,2001,20,ORL,SF,82,62.0,2390.0,368,845,0.436,148.0,364.0,0.40700000000000003,220,481,0.457,0.523,91,128,0.711,66.0,261.0,327.0,140,51.0,19.0,97.0,200,975,0.0,1.0,0.7560975609756098,roy,75.0,75.0,124.0
9330,Oliver Miller,1993,22,PHO,C,56,1.0,1069.0,121,255,0.475,0.0,3.0,0.0,121,252,0.48,0.475,71,100,0.71,70.0,205.0,275.0,118,38.0,100.0,108.0,145,313,0.0,1.0,0.017857142857142856,,0.0,0.0,98.0
9339,Quincy Miller,2013,20,DEN,PF,7,0.0,26.0,4,12,0.33299999999999996,0.0,1.0,0.0,4,11,0.364,0.33299999999999996,1,2,0.5,1.0,1.0,2.0,3,1.0,0.0,1.0,3,9,0.0,1.0,0.0,,0.0,0.0,605.0
9342,Reggie Miller,1988,22,IND,SG,82,1.0,1840.0,306,627,0.488,61.0,172.0,0.355,245,455,0.5379999999999999,0.537,149,186,0.8009999999999999,95.0,95.0,190.0,132,53.0,19.0,101.0,157,822,0.0,1.0,0.012195121951219513,,0.0,0.0,80.0
9360,Chris Mills,1994,24,CLE,SF,79,18.0,2022.0,284,677,0.419,38.0,122.0,0.311,246,555,0.44299999999999995,0.44799999999999995,137,176,0.778,134.0,267.0,401.0,128,54.0,50.0,89.0,232,743,0.0,1.0,0.22784810126582278,,0.0,0.0,101.0
9370,Patty Mills,2010,21,POR,PG,10,0.0,38.0,10,24,0.41700000000000004,2.0,4.0,0.5,8,20,0.4,0.45799999999999996,4,7,0.5710000000000001,1.0,1.0,2.0,5,0.0,0.0,4.0,6,26,0.0,1.0,0.0,,0.0,0.0,615.0
9382,Terry Mills,1991,23,DEN NJN ,PF,55,2.0,819.0,134,288,0.465,0.0,4.0,0.0,134,284,0.47200000000000003,0.465,47,66,0.7120000000000001,82.0,147.0,229.0,33,35.0,29.0,43.0,100,315,0.0,1.0,0.03636363636363636,,0.0,0.0,96.0
9393,Elijah Millsap,2015,27,UTA,SG,47,5.0,924.0,81,238,0.34,28.0,90.0,0.311,53,148,0.358,0.39899999999999997,58,86,0.674,28.0,122.0,150.0,58,56.0,16.0,67.0,124,248,0.0,1.0,0.10638297872340426,,0.0,0.0,650.0
9396,Paul Millsap,2007,21,UTA,PF,82,1.0,1472.0,209,398,0.525,1.0,3.0,0.33299999999999996,208,395,0.527,0.526,140,208,0.6729999999999999,183.0,240.0,423.0,62,67.0,74.0,94.0,236,559,0.0,1.0,0.012195121951219513,roy,0.0,19.0,640.0
9411,Shake Milton,2019,22,PHI,SG,20,0.0,268.0,34,87,0.391,14.0,44.0,0.318,20,43,0.465,0.47100000000000003,5,7,0.7140000000000001,9.0,26.0,35.0,18,8.0,8.0,6.0,29,87,0.0,1.0,0.0,,0.0,0.0,500.0
9414,Harold Miner,1993,21,MIA,SG,73,0.0,1383.0,292,615,0.475,3.0,9.0,0.33299999999999996,289,606,0.47700000000000004,0.47700000000000004,163,214,0.762,74.0,73.0,147.0,73,34.0,8.0,92.0,130,750,0.0,1.0,0.0,,0.0,0.0,98.0
9418,Yao Ming,2003,22,HOU,C,82,72.0,2382.0,401,805,0.498,1.0,2.0,0.5,400,803,0.498,0.499,301,371,0.8109999999999999,196.0,479.0,675.0,137,31.0,147.0,173.0,230,1104,0.0,1.0,0.8780487804878049,roy,45.0,405.0,585.0
9426,Dirk Minniefield,1986,25,CLE,PG,76,2.0,1131.0,167,347,0.48100000000000004,10.0,37.0,0.27,157,310,0.506,0.496,73,93,0.785,43.0,88.0,131.0,269,65.0,1.0,108.0,165,417,0.0,1.0,0.02631578947368421,,0.0,0.0,78.0
9431,Greg Minor,1995,23,BOS,SG,63,8.0,945.0,155,301,0.515,2.0,12.0,0.16699999999999998,153,289,0.529,0.518,65,78,0.833,49.0,88.0,137.0,66,32.0,16.0,44.0,89,377,0.0,1.0,0.12698412698412698,,0.0,0.0,105.0
9436,Mark Minor,1973,22,BOS,SF,4,N/A,20.0,1,4,0.25,0.0,0.0,0.0,1,4,0.25,0.25,3,4,0.75,N/A,N/A,4.0,2,N/A,N/A,N/A,5,5,0.0,1.0,N/A,,0.0,0.0,17.0
9437,Nikola Mirotić,2015,23,CHI,PF,82,3.0,1654.0,253,624,0.405,99.0,313.0,0.316,154,311,0.495,0.485,228,284,0.8029999999999999,63.0,341.0,404.0,97,54.0,54.0,89.0,172,833,0.0,1.0,0.036585365853658534,roy,14.0,335.0,650.0
9442,Jason Miskiri,2000,24,CHH,PG,1,0.0,3.0,0,1,0.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,1,0.0,0.0,0.0,2,0,0.0,1.0,0.0,,0.0,0.0,121.0
9443,Donovan Mitchell,2018,21,UTA,SG,79,71.0,2638.0,595,1362,0.43700000000000006,187.0,550.0,0.34,408,812,0.502,0.506,239,297,0.805,52.0,244.0,296.0,291,118.0,27.0,215.0,213,1616,0.0,1.0,0.8987341772151899,roy,11.0,323.0,505.0
9447,Mike Mitchell,1979,23,CLE,SF,80,N/A,1576.0,362,706,0.513,N/A,N/A,N/A,362,706,0.513,0.513,131,178,0.736,127.0,202.0,329.0,60,51.0,29.0,102.0,215,855,0.0,1.0,N/A,,0.0,0.0,66.0
9458,Sam Mitchell,1990,26,MIN,PF,80,30.0,2414.0,372,834,0.446,0.0,9.0,0.0,372,825,0.451,0.446,268,349,0.768,180.0,282.0,462.0,89,66.0,54.0,96.0,301,1012,0.0,1.0,0.375,,0.0,0.0,92.0
9471,Todd Mitchell,1989,22,MIA SAS ,SF,24,0.0,353.0,43,97,0.44299999999999995,0.0,0.0,N/A,43,97,0.44299999999999995,0.44299999999999995,37,64,0.578,18.0,32.0,50.0,21,16.0,2.0,33.0,51,123,0.0,1.0,0.0,,0.0,0.0,85.0
9472,Tony Mitchell,2014,24,MIL,SF,3,0.0,10.0,3,5,0.6,0.0,1.0,0.0,3,4,0.75,0.6,0,0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0,6,0.0,1.0,0.0,,0.0,0.0,620.0
9474,Naz Mitrou-Long,2018,24,UTA,SG,1,0.0,1.0,1,1,1.0,1.0,1.0,1.0,0,0,0.0,1.5,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0,3,0.0,1.0,0.0,,0.0,0.0,505.0
9477,Steve Mix,1970,22,DET,SF,18,N/A,276.0,48,100,0.48,N/A,N/A,N/A,48,100,0.48,0.48,23,39,0.59,N/A,N/A,64.0,15,N/A,N/A,N/A,31,119,0.0,1.0,N/A,,0.0,0.0,78.0
9491,Cuttino Mobley,1999,23,HOU,PG,49,37.0,1456.0,172,405,0.425,53.0,148.0,0.358,119,257,0.46299999999999997,0.49,90,110,0.818,22.0,89.0,111.0,121,44.0,23.0,79.0,98,487,0.0,1.0,0.7551020408163265,,0.0,0.0,118.0
9502,Eric Mobley,1995,24,MIL,C,46,26.0,587.0,78,132,0.591,2.0,2.0,1.0,76,130,0.585,0.598,22,45,0.489,55.0,98.0,153.0,21,8.0,27.0,24.0,63,180,0.0,1.0,0.5652173913043478,,0.0,0.0,105.0
9505,Larry Moffett,1978,23,HOU,SF,20,N/A,110.0,5,17,0.294,0.0,0.0,0.0,5,17,0.294,0.294,6,10,0.6,10.0,11.0,21.0,7,2.0,2.0,8.0,16,16,0.0,1.0,N/A,,0.0,0.0,66.0
9508,Nazr Mohammed,1999,21,PHI,C,26,0.0,121.0,15,42,0.35700000000000004,0.0,0.0,N/A,15,42,0.35700000000000004,0.35700000000000004,12,21,0.5710000000000001,18.0,19.0,37.0,2,5.0,4.0,12.0,22,42,0.0,1.0,0.0,,0.0,0.0,118.0
9526,Jérôme Moïso,2001,22,BOS,C,24,0.0,135.0,12,30,0.4,0.0,1.0,0.0,12,29,0.414,0.4,11,26,0.423,12.0,30.0,42.0,3,3.0,4.0,18.0,29,35,0.0,1.0,0.0,,0.0,0.0,124.0
9531,Paul Mokeski,1980,23,HOU,C,12,N/A,113.0,11,33,0.33299999999999996,0.0,0.0,N/A,11,33,0.33299999999999996,0.33299999999999996,7,9,0.778,14.0,15.0,29.0,2,1.0,6.0,10.0,24,29,0.0,1.0,N/A,,0.0,0.0,66.0
9543,Adam Mokoka,2020,21,CHI,SF,11,0.0,112.0,12,28,0.429,6.0,15.0,0.4,6,13,0.462,0.536,2,4,0.5,7.0,3.0,10.0,4,4.0,0.0,2.0,17,32,0.0,1.0,0.0,,0.0,0.0,500.0
9546,Wayne Molis,1967,23,NYK,C,13,N/A,75.0,19,51,0.373,N/A,N/A,N/A,19,51,0.373,0.373,7,13,0.5379999999999999,N/A,N/A,22.0,2,N/A,N/A,N/A,9,45,0.0,1.0,N/A,,0.0,0.0,90.0
9547,Sidney Moncrief,1980,22,MIL,SG,77,N/A,1557.0,211,451,0.46799999999999997,0.0,1.0,0.0,211,450,0.469,0.46799999999999997,232,292,0.795,154.0,184.0,338.0,133,72.0,16.0,117.0,106,654,0.0,1.0,N/A,,0.0,0.0,66.0
9558,Eric Money,1975,19,DET,SG,66,N/A,889.0,144,319,0.451,N/A,N/A,N/A,144,319,0.451,0.451,31,45,0.6890000000000001,27.0,61.0,88.0,101,33.0,2.0,N/A,121,319,0.0,1.0,N/A,,0.0,0.0,18.0
9564,Sergei Monia,2006,22,POR SAC ,SF,26,15.0,343.0,29,87,0.33299999999999996,9.0,34.0,0.265,20,53,0.377,0.385,10,14,0.7140000000000001,11.0,41.0,52.0,19,7.0,5.0,12.0,41,77,0.0,1.0,0.5769230769230769,,0.0,0.0,625.0
9565,Malik Monk,2018,19,CHO,SG,63,0.0,854.0,153,425,0.36,83.0,243.0,0.342,70,182,0.385,0.45799999999999996,32,38,0.8420000000000001,8.0,58.0,66.0,91,20.0,9.0,49.0,60,421,0.0,1.0,0.0,,0.0,0.0,505.0
9569,Earl Monroe,1968,23,BAL,SG,82,N/A,3012.0,742,1637,0.45299999999999996,N/A,N/A,N/A,742,1637,0.45299999999999996,0.45299999999999996,507,649,0.7809999999999999,N/A,N/A,465.0,349,N/A,N/A,N/A,282,1991,0.0,1.0,N/A,roy,78.0,78.0,79.0
9582,Greg Monroe,2011,20,DET,C,80,48.0,2222.0,303,550,0.551,0.0,1.0,0.0,303,549,0.552,0.551,145,233,0.622,248.0,353.0,601.0,105,93.0,45.0,81.0,196,751,0.0,1.0,0.6,roy,0.0,15.0,590.0
9591,Rodney Monroe,1992,23,ATL,SG,38,0.0,313.0,53,144,0.368,6.0,27.0,0.222,47,117,0.402,0.389,19,23,0.826,12.0,21.0,33.0,27,12.0,2.0,23.0,19,131,0.0,1.0,0.0,,0.0,0.0,96.0
9592,Luis Montero,2016,22,POR,SG,12,0.0,42.0,5,19,0.263,1.0,9.0,0.111,4,10,0.4,0.289,3,4,0.75,0.0,4.0,4.0,1,0.0,0.0,4.0,1,14,0.0,1.0,0.0,,0.0,0.0,650.0
9595,Eric Montross,1995,23,BOS,C,78,75.0,2315.0,307,575,0.534,0.0,1.0,0.0,307,574,0.535,0.534,167,263,0.635,196.0,370.0,566.0,36,29.0,61.0,112.0,299,781,0.0,1.0,0.9615384615384616,,0.0,0.0,105.0
9603,Jamario Moon,2008,27,TOR,SF,78,75.0,2166.0,279,575,0.485,40.0,122.0,0.32799999999999996,239,453,0.528,0.52,63,85,0.741,92.0,392.0,484.0,90,80.0,108.0,51.0,152,661,0.0,1.0,0.9615384615384616,roy,0.0,7.0,625.0
9609,Matt Mooney,2020,22,CLE,SG,4,0.0,19.0,1,4,0.25,0.0,2.0,0.0,1,2,0.5,0.25,0,0,0.0,0.0,3.0,3.0,1,2.0,1.0,0.0,1,2,0.0,1.0,0.0,,0.0,0.0,500.0
9610,Andre Moore,1988,23,DEN MIL ,"PF,SF",10,0.0,50.0,9,27,0.33299999999999996,0.0,0.0,N/A,9,27,0.33299999999999996,0.33299999999999996,6,8,0.75,6.0,8.0,14.0,6,2.0,1.0,4.0,6,24,0.0,1.0,0.0,,0.0,0.0,80.0
9611,Ben Moore,2018,22,IND,PF,2,0.0,9.0,0,0,0.0,0.0,0.0,N/A,0,0,0.0,0.0,0,0,0.0,0.0,1.0,1.0,1,0.0,0.0,0.0,4,0,0.0,1.0,0.0,,0.0,0.0,505.0
9612,E'Twaun Moore,2012,22,BOS,PG,38,0.0,331.0,43,113,0.381,17.0,45.0,0.37799999999999995,26,68,0.382,0.456,7,7,1.0,4.0,29.0,33.0,34,11.0,3.0,21.0,33,110,0.0,1.0,0.0,,0.0,0.0,600.0
9625,Johnny Moore,1981,22,SAS,PG,82,N/A,1578.0,249,520,0.479,1.0,19.0,0.053,248,501,0.495,0.48,105,172,0.61,58.0,138.0,196.0,373,120.0,22.0,154.0,178,604,0.0,1.0,N/A,,0.0,0.0,69.0
9634,Lowes Moore,1981,23,NJN,PG,71,N/A,1406.0,212,478,0.444,4.0,27.0,0.14800000000000002,208,451,0.461,0.44799999999999995,69,92,0.75,43.0,125.0,168.0,228,61.0,17.0,108.0,179,497,0.0,1.0,N/A,,0.0,0.0,69.0
